event_id,event_name,event_timestamp,payment_id,company_id,seller_id,order_id,amount,currency,gateway,event_version,payment_method,gateway_transaction_id,captured_amount,revenue_id,recognized_amount,revenue_type,refund_id,refund_amount,refund_reason,failure_code,failure_reason,chargeback_id,chargeback_amount,chargeback_reason
PE002360,payment_authorized,2026-08-27 08:09:45,PAY00595,CMP018,SEL015,ORD00595,2130.74,INR,DemoPay,1.0,,GTX000595,,,,,,,,,,,,
PE002361,payment_captured,2026-08-27 08:11:36,PAY00595,CMP018,SEL015,ORD00595,2130.74,INR,DemoPay,1.0,,GTX000595,2130.74,,,,,,,,,,,
PE002362,revenue_recognized,2026-08-27 09:33:36,PAY00595,CMP018,SEL015,ORD00595,170.46,INR,DemoPay,1.0,,,,REV00595,170.46,platform_fee,,,,,,,,
PE002363,payment_initiated,2026-08-27 18:15:00,PAY00596,CMP029,SEL010,ORD00596,5715.25,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002364,payment_authorized,2026-08-27 18:15:22,PAY00596,CMP029,SEL010,ORD00596,5715.25,INR,DemoGateway,1.0,,GTX000596,,,,,,,,,,,,
PE002365,payment_captured,2026-08-27 18:16:30,PAY00596,CMP029,SEL010,ORD00596,5715.25,INR,DemoGateway,1.0,,GTX000596,5715.25,,,,,,,,,,,
PE002366,revenue_recognized,2026-08-27 18:25:30,PAY00596,CMP029,SEL010,ORD00596,457.22,INR,DemoGateway,1.0,,,,REV00596,457.22,platform_fee,,,,,,,,
PE002367,payment_initiated,2026-08-27 18:43:00,PAY00597,CMP016,SEL019,ORD00597,21906.13,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002368,payment_authorized,2026-08-27 18:43:57,PAY00597,CMP016,SEL019,ORD00597,21906.13,INR,DemoGateway,1.0,,GTX000597,,,,,,,,,,,,
PE002369,payment_captured,2026-08-27 18:44:17,PAY00597,CMP016,SEL019,ORD00597,21906.13,INR,DemoGateway,1.0,,GTX000597,21906.13,,,,,,,,,,,
PE002370,revenue_recognized,2026-08-27 19:32:17,PAY00597,CMP016,SEL019,ORD00597,1752.49,INR,DemoGateway,1.0,,,,REV00597,1752.49,platform_fee,,,,,,,,
PE002371,payment_initiated,2026-08-27 10:20:00,PAY00598,CMP028,SEL009,ORD00598,15168.88,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002372,payment_authorized,2026-08-27 10:20:13,PAY00598,CMP028,SEL009,ORD00598,15168.88,INR,DemoPay,1.0,,GTX000598,,,,,,,,,,,,
PE002373,payment_captured,2026-08-27 10:21:03,PAY00598,CMP028,SEL009,ORD00598,15168.88,INR,DemoPay,1.0,,GTX000598,15168.88,,,,,,,,,,,
PE002374,revenue_recognized,2026-08-27 10:42:03,PAY00598,CMP028,SEL009,ORD00598,1213.51,INR,DemoPay,1.0,,,,REV00598,1213.51,platform_fee,,,,,,,,
PE002375,payment_refunded,2026-08-30 10:42:03,PAY00598,CMP028,SEL009,ORD00598,7901.05,INR,DemoPay,1.0,,,,,,,REF00598,7901.05,customer_request,,,,,
PE002376,payment_initiated,2026-08-27 10:48:00,PAY00599,CMP017,SEL003,ORD00599,19511.4,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE002377,payment_authorized,2026-08-27 10:48:15,PAY00599,CMP017,SEL003,ORD00599,19511.4,INR,DemoPay,1.0,,GTX000599,,,,,,,,,,,,
PE002378,payment_captured,2026-08-27 10:49:29,PAY00599,CMP017,SEL003,ORD00599,19511.4,INR,DemoPay,1.0,,GTX000599,19511.4,,,,,,,,,,,
PE002379,revenue_recognized,2026-08-27 11:31:29,PAY00599,CMP017,SEL003,ORD00599,1560.91,INR,DemoPay,1.0,,,,REV00599,1560.91,platform_fee,,,,,,,,
PE002380,payment_initiated,2026-08-27 13:06:00,PAY00600,CMP022,SEL010,ORD00600,17607.93,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002381,payment_authorized,2026-08-27 13:06:57,PAY00600,CMP022,SEL010,ORD00600,17607.93,INR,DemoGateway,1.0,,GTX000600,,,,,,,,,,,,
PE002382,payment_captured,2026-08-27 13:07:20,PAY00600,CMP022,SEL010,ORD00600,17607.93,INR,DemoGateway,1.0,,GTX000600,17607.93,,,,,,,,,,,
PE002383,revenue_recognized,2026-08-27 13:09:20,PAY00600,CMP022,SEL010,ORD00600,1408.63,INR,DemoGateway,1.0,,,,REV00600,1408.63,platform_fee,,,,,,,,
PE002384,payment_initiated,2026-08-27 10:06:00,PAY00601,CMP025,SEL016,ORD00601,9497.36,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002385,payment_authorized,2026-08-27 10:06:19,PAY00601,CMP025,SEL016,ORD00601,9497.36,INR,DemoGateway,1.0,,GTX000601,,,,,,,,,,,,
PE002386,payment_captured,2026-08-27 10:08:10,PAY00601,CMP025,SEL016,ORD00601,9497.36,INR,DemoGateway,1.0,,GTX000601,9497.36,,,,,,,,,,,
PE002387,revenue_recognized,2026-08-27 10:33:10,PAY00601,CMP025,SEL016,ORD00601,759.79,INR,DemoGateway,1.0,,,,REV00601,759.79,platform_fee,,,,,,,,
PE002388,payment_initiated,2026-08-27 09:07:00,PAY00602,CMP023,SEL017,ORD00602,11307.64,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE002389,payment_authorized,2026-08-27 09:07:35,PAY00602,CMP023,SEL017,ORD00602,11307.64,INR,DemoPay,1.0,,GTX000602,,,,,,,,,,,,
PE002390,payment_captured,2026-08-27 09:08:24,PAY00602,CMP023,SEL017,ORD00602,11307.64,INR,DemoPay,1.0,,GTX000602,11307.64,,,,,,,,,,,
PE002391,revenue_recognized,2026-08-27 09:48:24,PAY00602,CMP023,SEL017,ORD00602,904.61,INR,DemoPay,1.0,,,,REV00602,904.61,platform_fee,,,,,,,,
PE002392,payment_initiated,2026-08-27 12:01:00,PAY00603,CMP015,SEL020,ORD00603,5546.87,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002393,payment_authorized,2026-08-27 12:01:19,PAY00603,CMP015,SEL020,ORD00603,5546.87,INR,DemoGateway,1.0,,GTX000603,,,,,,,,,,,,
PE002394,payment_captured,2026-08-27 12:01:40,PAY00603,CMP015,SEL020,ORD00603,5546.87,INR,DemoGateway,1.0,,GTX000603,5546.87,,,,,,,,,,,
PE002395,revenue_recognized,2026-08-27 13:51:40,PAY00603,CMP015,SEL020,ORD00603,443.75,INR,DemoGateway,1.0,,,,REV00603,443.75,platform_fee,,,,,,,,
PE002396,payment_initiated,2026-08-27 09:27:00,PAY00604,CMP010,SEL005,ORD00604,4560.13,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE002397,payment_authorized,2026-08-27 09:27:12,PAY00604,CMP010,SEL005,ORD00604,4560.13,INR,DemoPay,1.0,,GTX000604,,,,,,,,,,,,
PE002398,payment_captured,2026-08-27 09:27:26,PAY00604,CMP010,SEL005,ORD00604,4560.13,INR,DemoPay,1.0,,GTX000604,4560.13,,,,,,,,,,,
PE002399,revenue_recognized,2026-08-27 09:30:26,PAY00604,CMP010,SEL005,ORD00604,364.81,INR,DemoPay,1.0,,,,REV00604,364.81,platform_fee,,,,,,,,
PE002400,payment_initiated,2026-08-27 18:32:00,PAY00605,CMP002,SEL007,ORD00605,2270.63,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE002401,payment_failed,2026-08-27 18:32:25,PAY00605,CMP002,SEL007,ORD00605,2270.63,INR,DemoPay,1.0,,,,,,,,,,TIMEOUT,demo_failure,,,
PE002402,payment_initiated,2026-08-27 09:50:00,PAY00606,CMP002,SEL003,ORD00606,17188.28,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002403,payment_authorized,2026-08-27 09:50:18,PAY00606,CMP002,SEL003,ORD00606,17188.28,INR,DemoGateway,1.0,,GTX000606,,,,,,,,,,,,
PE002404,payment_captured,2026-08-27 09:51:38,PAY00606,CMP002,SEL003,ORD00606,17188.28,INR,DemoGateway,1.0,,GTX000606,17188.28,,,,,,,,,,,
PE002405,revenue_recognized,2026-08-27 11:47:38,PAY00606,CMP002,SEL003,ORD00606,1375.06,INR,DemoGateway,1.0,,,,REV00606,1375.06,platform_fee,,,,,,,,
PE002406,payment_initiated,2026-08-27 12:37:00,PAY00607,CMP001,SEL003,ORD00607,21377.75,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002407,payment_authorized,2026-08-27 12:37:59,PAY00607,CMP001,SEL003,ORD00607,21377.75,INR,DemoPay,1.0,,GTX000607,,,,,,,,,,,,
PE002408,payment_captured,2026-08-27 12:39:08,PAY00607,CMP001,SEL003,ORD00607,21377.75,INR,DemoPay,1.0,,GTX000607,21377.75,,,,,,,,,,,
PE002409,revenue_recognized,2026-08-27 14:19:08,PAY00607,CMP001,SEL003,ORD00607,1710.22,INR,DemoPay,1.0,,,,REV00607,1710.22,platform_fee,,,,,,,,
PE002410,payment_initiated,2026-08-27 08:33:00,PAY00608,CMP019,SEL003,ORD00608,20760.28,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE002411,payment_authorized,2026-08-27 08:33:23,PAY00608,CMP019,SEL003,ORD00608,20760.28,INR,DemoPay,1.0,,GTX000608,,,,,,,,,,,,
PE002412,payment_captured,2026-08-27 08:33:49,PAY00608,CMP019,SEL003,ORD00608,20760.28,INR,DemoPay,1.0,,GTX000608,20760.28,,,,,,,,,,,
PE002413,revenue_recognized,2026-08-27 10:29:49,PAY00608,CMP019,SEL003,ORD00608,1660.82,INR,DemoPay,1.0,,,,REV00608,1660.82,platform_fee,,,,,,,,
PE002414,payment_chargeback,2026-09-01 10:29:49,PAY00608,CMP019,SEL003,ORD00608,16483.91,INR,DemoPay,1.0,,,,,,,,,,,,CB00608,16483.91,duplicate_payment
PE002415,payment_initiated,2026-08-27 10:28:00,PAY00609,CMP028,SEL016,ORD00609,17906.12,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002416,payment_authorized,2026-08-27 10:28:16,PAY00609,CMP028,SEL016,ORD00609,17906.12,INR,DemoGateway,1.0,,GTX000609,,,,,,,,,,,,
PE002417,payment_captured,2026-08-27 10:30:07,PAY00609,CMP028,SEL016,ORD00609,17906.12,INR,DemoGateway,1.0,,GTX000609,17906.12,,,,,,,,,,,
PE002418,revenue_recognized,2026-08-27 11:16:07,PAY00609,CMP028,SEL016,ORD00609,1432.49,INR,DemoGateway,1.0,,,,REV00609,1432.49,platform_fee,,,,,,,,
PE002419,payment_initiated,2026-08-27 13:07:00,PAY00610,CMP017,SEL008,ORD00610,4151.87,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002420,payment_authorized,2026-08-27 13:07:13,PAY00610,CMP017,SEL008,ORD00610,4151.87,INR,DemoGateway,1.0,,GTX000610,,,,,,,,,,,,
PE002421,payment_captured,2026-08-27 13:08:21,PAY00610,CMP017,SEL008,ORD00610,4151.87,INR,DemoGateway,1.0,,GTX000610,4151.87,,,,,,,,,,,
PE002422,revenue_recognized,2026-08-27 14:46:21,PAY00610,CMP017,SEL008,ORD00610,332.15,INR,DemoGateway,1.0,,,,REV00610,332.15,platform_fee,,,,,,,,
PE002423,payment_initiated,2026-08-27 09:24:00,PAY00611,CMP024,SEL002,ORD00611,9210.71,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002424,payment_authorized,2026-08-27 09:24:52,PAY00611,CMP024,SEL002,ORD00611,9210.71,INR,DemoPay,1.0,,GTX000611,,,,,,,,,,,,
PE002425,payment_captured,2026-08-27 09:25:36,PAY00611,CMP024,SEL002,ORD00611,9210.71,INR,DemoPay,1.0,,GTX000611,9210.71,,,,,,,,,,,
PE002426,revenue_recognized,2026-08-27 10:53:36,PAY00611,CMP024,SEL002,ORD00611,736.86,INR,DemoPay,1.0,,,,REV00611,736.86,platform_fee,,,,,,,,
PE002427,payment_initiated,2026-08-27 14:12:00,PAY00612,CMP018,SEL014,ORD00612,24646.61,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002428,payment_authorized,2026-08-27 14:12:56,PAY00612,CMP018,SEL014,ORD00612,24646.61,INR,DemoGateway,1.0,,GTX000612,,,,,,,,,,,,
PE002429,payment_captured,2026-08-27 14:14:01,PAY00612,CMP018,SEL014,ORD00612,24646.61,INR,DemoGateway,1.0,,GTX000612,24646.61,,,,,,,,,,,
PE002430,revenue_recognized,2026-08-27 15:41:01,PAY00612,CMP018,SEL014,ORD00612,1971.73,INR,DemoGateway,1.0,,,,REV00612,1971.73,platform_fee,,,,,,,,
PE002431,payment_chargeback,2026-09-08 15:41:01,PAY00612,CMP018,SEL014,ORD00612,18623.45,INR,DemoGateway,1.0,,,,,,,,,,,,CB00612,18623.45,customer_dispute
PE002432,payment_initiated,2026-08-27 14:25:00,PAY00613,CMP013,SEL015,ORD00613,4301.62,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE002433,payment_authorized,2026-08-27 14:25:11,PAY00613,CMP013,SEL015,ORD00613,4301.62,INR,DemoPay,1.0,,GTX000613,,,,,,,,,,,,
PE002434,payment_captured,2026-08-27 14:26:50,PAY00613,CMP013,SEL015,ORD00613,4301.62,INR,DemoPay,1.0,,GTX000613,4301.62,,,,,,,,,,,
PE002435,revenue_recognized,2026-08-27 16:25:50,PAY00613,CMP013,SEL015,ORD00613,344.13,INR,DemoPay,1.0,,,,REV00613,344.13,platform_fee,,,,,,,,
PE002436,payment_initiated,2026-08-27 14:07:00,PAY00614,CMP012,SEL007,ORD00614,6206.19,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002437,payment_authorized,2026-08-27 14:07:51,PAY00614,CMP012,SEL007,ORD00614,6206.19,INR,DemoGateway,1.0,,GTX000614,,,,,,,,,,,,
PE002438,payment_captured,2026-08-27 14:08:59,PAY00614,CMP012,SEL007,ORD00614,6206.19,INR,DemoGateway,1.0,,GTX000614,6206.19,,,,,,,,,,,
PE002439,revenue_recognized,2026-08-27 14:44:59,PAY00614,CMP012,SEL007,ORD00614,496.5,INR,DemoGateway,1.0,,,,REV00614,496.5,platform_fee,,,,,,,,
PE002440,payment_initiated,2026-08-27 18:38:00,PAY00615,CMP019,SEL009,ORD00615,9868.29,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002441,payment_authorized,2026-08-27 18:38:37,PAY00615,CMP019,SEL009,ORD00615,9868.29,INR,DemoGateway,1.0,,GTX000615,,,,,,,,,,,,
PE002442,payment_captured,2026-08-27 18:39:17,PAY00615,CMP019,SEL009,ORD00615,9868.29,INR,DemoGateway,1.0,,GTX000615,9868.29,,,,,,,,,,,
PE002443,revenue_recognized,2026-08-27 18:58:17,PAY00615,CMP019,SEL009,ORD00615,789.46,INR,DemoGateway,1.0,,,,REV00615,789.46,platform_fee,,,,,,,,
PE002444,payment_initiated,2026-08-27 10:01:00,PAY00616,CMP009,SEL016,ORD00616,6924.31,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002445,payment_authorized,2026-08-27 10:01:58,PAY00616,CMP009,SEL016,ORD00616,6924.31,INR,DemoGateway,1.0,,GTX000616,,,,,,,,,,,,
PE002446,payment_captured,2026-08-27 10:02:11,PAY00616,CMP009,SEL016,ORD00616,6924.31,INR,DemoGateway,1.0,,GTX000616,6924.31,,,,,,,,,,,
PE002447,revenue_recognized,2026-08-27 11:06:11,PAY00616,CMP009,SEL016,ORD00616,553.94,INR,DemoGateway,1.0,,,,REV00616,553.94,platform_fee,,,,,,,,
PE002448,payment_initiated,2026-08-27 17:39:00,PAY00617,CMP013,SEL020,ORD00617,5089.31,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002449,payment_authorized,2026-08-27 17:39:47,PAY00617,CMP013,SEL020,ORD00617,5089.31,INR,DemoGateway,1.0,,GTX000617,,,,,,,,,,,,
PE002450,payment_captured,2026-08-27 17:41:28,PAY00617,CMP013,SEL020,ORD00617,5089.31,INR,DemoGateway,1.0,,GTX000617,5089.31,,,,,,,,,,,
PE002451,revenue_recognized,2026-08-27 18:48:28,PAY00617,CMP013,SEL020,ORD00617,407.14,INR,DemoGateway,1.0,,,,REV00617,407.14,platform_fee,,,,,,,,
PE002452,payment_initiated,2026-08-27 12:34:00,PAY00618,CMP007,SEL010,ORD00618,13020.88,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002453,payment_authorized,2026-08-27 12:34:39,PAY00618,CMP007,SEL010,ORD00618,13020.88,INR,DemoGateway,1.0,,GTX000618,,,,,,,,,,,,
PE002454,payment_captured,2026-08-27 12:35:53,PAY00618,CMP007,SEL010,ORD00618,13020.88,INR,DemoGateway,1.0,,GTX000618,13020.88,,,,,,,,,,,
PE002455,revenue_recognized,2026-08-27 12:38:53,PAY00618,CMP007,SEL010,ORD00618,1041.67,INR,DemoGateway,1.0,,,,REV00618,1041.67,platform_fee,,,,,,,,
PE002456,payment_initiated,2026-08-27 14:28:00,PAY00619,CMP014,SEL004,ORD00619,12077.71,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002457,payment_failed,2026-08-27 14:28:32,PAY00619,CMP014,SEL004,ORD00619,12077.71,INR,DemoGateway,1.0,,,,,,,,,,INSUFFICIENT_FUNDS,demo_failure,,,
PE002458,payment_initiated,2026-08-27 10:19:00,PAY00620,CMP022,SEL010,ORD00620,13049.77,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE002459,payment_authorized,2026-08-27 10:19:53,PAY00620,CMP022,SEL010,ORD00620,13049.77,INR,DemoPay,1.0,,GTX000620,,,,,,,,,,,,
PE002460,payment_captured,2026-08-27 10:20:12,PAY00620,CMP022,SEL010,ORD00620,13049.77,INR,DemoPay,1.0,,GTX000620,13049.77,,,,,,,,,,,
PE002461,revenue_recognized,2026-08-27 11:33:12,PAY00620,CMP022,SEL010,ORD00620,1043.98,INR,DemoPay,1.0,,,,REV00620,1043.98,platform_fee,,,,,,,,
PE002462,payment_initiated,2026-08-27 10:32:00,PAY00621,CMP022,SEL018,ORD00621,12683.91,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002463,payment_authorized,2026-08-27 10:32:36,PAY00621,CMP022,SEL018,ORD00621,12683.91,INR,DemoGateway,1.0,,GTX000621,,,,,,,,,,,,
PE002464,payment_captured,2026-08-27 10:33:56,PAY00621,CMP022,SEL018,ORD00621,12683.91,INR,DemoGateway,1.0,,GTX000621,12683.91,,,,,,,,,,,
PE002465,revenue_recognized,2026-08-27 11:22:56,PAY00621,CMP022,SEL018,ORD00621,1014.71,INR,DemoGateway,1.0,,,,REV00621,1014.71,platform_fee,,,,,,,,
PE002466,payment_initiated,2026-08-27 08:08:00,PAY00622,CMP010,SEL011,ORD00622,2161.45,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002467,payment_authorized,2026-08-27 08:08:52,PAY00622,CMP010,SEL011,ORD00622,2161.45,INR,DemoPay,1.0,,GTX000622,,,,,,,,,,,,
PE002468,payment_captured,2026-08-27 08:10:11,PAY00622,CMP010,SEL011,ORD00622,2161.45,INR,DemoPay,1.0,,GTX000622,2161.45,,,,,,,,,,,
PE002469,revenue_recognized,2026-08-27 08:14:11,PAY00622,CMP010,SEL011,ORD00622,172.92,INR,DemoPay,1.0,,,,REV00622,172.92,platform_fee,,,,,,,,
PE002470,payment_initiated,2026-08-28 14:22:00,PAY00623,CMP004,SEL014,ORD00623,24810.72,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002471,payment_authorized,2026-08-28 14:22:20,PAY00623,CMP004,SEL014,ORD00623,24810.72,INR,DemoGateway,1.0,,GTX000623,,,,,,,,,,,,
PE002472,payment_captured,2026-08-28 14:22:55,PAY00623,CMP004,SEL014,ORD00623,24810.72,INR,DemoGateway,1.0,,GTX000623,24810.72,,,,,,,,,,,
PE002473,revenue_recognized,2026-08-28 15:45:55,PAY00623,CMP004,SEL014,ORD00623,1984.86,INR,DemoGateway,1.0,,,,REV00623,1984.86,platform_fee,,,,,,,,
PE002474,payment_initiated,2026-08-28 10:01:00,PAY00624,CMP023,SEL003,ORD00624,4190.08,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002475,payment_authorized,2026-08-28 10:01:34,PAY00624,CMP023,SEL003,ORD00624,4190.08,INR,DemoGateway,1.0,,GTX000624,,,,,,,,,,,,
PE002476,payment_captured,2026-08-28 10:03:03,PAY00624,CMP023,SEL003,ORD00624,4190.08,INR,DemoGateway,1.0,,GTX000624,4190.08,,,,,,,,,,,
PE002477,revenue_recognized,2026-08-28 11:54:03,PAY00624,CMP023,SEL003,ORD00624,335.21,INR,DemoGateway,1.0,,,,REV00624,335.21,platform_fee,,,,,,,,
PE002478,payment_initiated,2026-08-28 17:01:00,PAY00625,CMP014,SEL009,ORD00625,17855.02,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002479,payment_authorized,2026-08-28 17:01:29,PAY00625,CMP014,SEL009,ORD00625,17855.02,INR,DemoPay,1.0,,GTX000625,,,,,,,,,,,,
PE002480,payment_captured,2026-08-28 17:02:15,PAY00625,CMP014,SEL009,ORD00625,17855.02,INR,DemoPay,1.0,,GTX000625,17855.02,,,,,,,,,,,
PE002481,revenue_recognized,2026-08-28 18:16:15,PAY00625,CMP014,SEL009,ORD00625,1428.4,INR,DemoPay,1.0,,,,REV00625,1428.4,platform_fee,,,,,,,,
PE002482,payment_refunded,2026-08-30 18:16:15,PAY00625,CMP014,SEL009,ORD00625,11003.49,INR,DemoPay,1.0,,,,,,,REF00625,11003.49,order_cancelled,,,,,
PE002483,payment_initiated,2026-08-28 13:27:00,PAY00626,CMP026,SEL011,ORD00626,15948.46,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE002484,payment_authorized,2026-08-28 13:27:59,PAY00626,CMP026,SEL011,ORD00626,15948.46,INR,DemoPay,1.0,,GTX000626,,,,,,,,,,,,
PE002485,payment_captured,2026-08-28 13:29:44,PAY00626,CMP026,SEL011,ORD00626,15948.46,INR,DemoPay,1.0,,GTX000626,15948.46,,,,,,,,,,,
PE002486,revenue_recognized,2026-08-28 13:39:44,PAY00626,CMP026,SEL011,ORD00626,1275.88,INR,DemoPay,1.0,,,,REV00626,1275.88,platform_fee,,,,,,,,
PE002487,payment_initiated,2026-08-28 17:25:00,PAY00627,CMP010,SEL009,ORD00627,8487.03,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE002488,payment_authorized,2026-08-28 17:25:10,PAY00627,CMP010,SEL009,ORD00627,8487.03,INR,DemoPay,1.0,,GTX000627,,,,,,,,,,,,
PE002489,payment_captured,2026-08-28 17:26:46,PAY00627,CMP010,SEL009,ORD00627,8487.03,INR,DemoPay,1.0,,GTX000627,8487.03,,,,,,,,,,,
PE002490,revenue_recognized,2026-08-28 19:15:46,PAY00627,CMP010,SEL009,ORD00627,678.96,INR,DemoPay,1.0,,,,REV00627,678.96,platform_fee,,,,,,,,
PE002491,payment_initiated,2026-08-28 13:50:00,PAY00628,CMP009,SEL003,ORD00628,11536.99,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE002492,payment_authorized,2026-08-28 13:50:24,PAY00628,CMP009,SEL003,ORD00628,11536.99,INR,DemoGateway,1.0,,GTX000628,,,,,,,,,,,,
PE002493,payment_captured,2026-08-28 13:51:33,PAY00628,CMP009,SEL003,ORD00628,11536.99,INR,DemoGateway,1.0,,GTX000628,11536.99,,,,,,,,,,,
PE002494,revenue_recognized,2026-08-28 15:34:33,PAY00628,CMP009,SEL003,ORD00628,922.96,INR,DemoGateway,1.0,,,,REV00628,922.96,platform_fee,,,,,,,,
PE002495,payment_initiated,2026-08-28 17:32:00,PAY00629,CMP011,SEL007,ORD00629,10954.07,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002496,payment_authorized,2026-08-28 17:32:40,PAY00629,CMP011,SEL007,ORD00629,10954.07,INR,DemoGateway,1.0,,GTX000629,,,,,,,,,,,,
PE002497,payment_captured,2026-08-28 17:33:08,PAY00629,CMP011,SEL007,ORD00629,10954.07,INR,DemoGateway,1.0,,GTX000629,10954.07,,,,,,,,,,,
PE002498,revenue_recognized,2026-08-28 19:26:08,PAY00629,CMP011,SEL007,ORD00629,876.33,INR,DemoGateway,1.0,,,,REV00629,876.33,platform_fee,,,,,,,,
PE002499,payment_refunded,2026-08-30 19:26:08,PAY00629,CMP011,SEL007,ORD00629,8516.78,INR,DemoGateway,1.0,,,,,,,REF00629,8516.78,service_issue,,,,,
PE002500,payment_initiated,2026-08-28 16:51:00,PAY00630,CMP022,SEL015,ORD00630,23523.33,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002501,payment_authorized,2026-08-28 16:51:32,PAY00630,CMP022,SEL015,ORD00630,23523.33,INR,DemoGateway,1.0,,GTX000630,,,,,,,,,,,,
PE002502,payment_captured,2026-08-28 16:52:49,PAY00630,CMP022,SEL015,ORD00630,23523.33,INR,DemoGateway,1.0,,GTX000630,23523.33,,,,,,,,,,,
PE002503,revenue_recognized,2026-08-28 18:26:49,PAY00630,CMP022,SEL015,ORD00630,1881.87,INR,DemoGateway,1.0,,,,REV00630,1881.87,platform_fee,,,,,,,,
PE002504,payment_initiated,2026-08-28 18:48:00,PAY00631,CMP012,SEL015,ORD00631,7148.79,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002505,payment_authorized,2026-08-28 18:48:31,PAY00631,CMP012,SEL015,ORD00631,7148.79,INR,DemoPay,1.0,,GTX000631,,,,,,,,,,,,
PE002506,payment_captured,2026-08-28 18:49:16,PAY00631,CMP012,SEL015,ORD00631,7148.79,INR,DemoPay,1.0,,GTX000631,7148.79,,,,,,,,,,,
PE002507,revenue_recognized,2026-08-28 20:40:16,PAY00631,CMP012,SEL015,ORD00631,571.9,INR,DemoPay,1.0,,,,REV00631,571.9,platform_fee,,,,,,,,
PE002508,payment_initiated,2026-08-28 18:10:00,PAY00632,CMP007,SEL014,ORD00632,20857.2,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE002509,payment_authorized,2026-08-28 18:10:20,PAY00632,CMP007,SEL014,ORD00632,20857.2,INR,DemoGateway,1.0,,GTX000632,,,,,,,,,,,,
PE002510,payment_captured,2026-08-28 18:11:16,PAY00632,CMP007,SEL014,ORD00632,20857.2,INR,DemoGateway,1.0,,GTX000632,20857.2,,,,,,,,,,,
PE002511,revenue_recognized,2026-08-28 18:42:16,PAY00632,CMP007,SEL014,ORD00632,1668.58,INR,DemoGateway,1.0,,,,REV00632,1668.58,platform_fee,,,,,,,,
PE002512,payment_initiated,2026-08-28 14:27:00,PAY00633,CMP008,SEL010,ORD00633,12906.49,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE002513,payment_authorized,2026-08-28 14:27:17,PAY00633,CMP008,SEL010,ORD00633,12906.49,INR,DemoGateway,1.0,,GTX000633,,,,,,,,,,,,
PE002514,payment_captured,2026-08-28 14:27:42,PAY00633,CMP008,SEL010,ORD00633,12906.49,INR,DemoGateway,1.0,,GTX000633,12906.49,,,,,,,,,,,
PE002515,revenue_recognized,2026-08-28 15:02:42,PAY00633,CMP008,SEL010,ORD00633,1032.52,INR,DemoGateway,1.0,,,,REV00633,1032.52,platform_fee,,,,,,,,
PE002516,payment_initiated,2026-08-28 08:46:00,PAY00634,CMP026,SEL009,ORD00634,16640.9,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE002517,payment_authorized,2026-08-28 08:46:08,PAY00634,CMP026,SEL009,ORD00634,16640.9,INR,DemoPay,1.0,,GTX000634,,,,,,,,,,,,
PE002518,payment_captured,2026-08-28 08:48:03,PAY00634,CMP026,SEL009,ORD00634,16640.9,INR,DemoPay,1.0,,GTX000634,16640.9,,,,,,,,,,,
